"","Species","Pump_type","Frequency","Frequency_theoretical","rpm","Control","Fin_cut","State","Length","Weight","number_of_released_fish","number_of_released_fish_per_scenario","Number_Injuries","Injury_type_no","Injury_type_slight","Injury_type_severe","Injury_type_dead","number_recaptured","number_state_binom","percentage_state_test","Pump_type_Frequency","Injury","Value","percentage_injury_test"
"454","eel","F/N","47","47","550","pump","rugvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,88,0,0,"F/N 47","Class_3.3",NA,NA
"455","eel","F/N","47","47","550","pump","staartvin 1 knip 2018-10-23","Alive",628.888888888889,425.716049382716,100,300,1,78,3,0,0,81,81,100,"F/N 47","Class_3.3",0,0
"456","eel","F/N","47","47","550","pump","staartvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,81,0,0,"F/N 47","Class_3.3",NA,NA
"457","roach","F/N","40","40","468","control","geen merkteken 2018-12-18","Alive",177.125,93.65625,50,100,1,36,12,0,0,48,48,100,"F/N 40","Class_3.3",0,0
"458","roach","F/N","40","40","468","control","geen merkteken 2018-12-18","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,48,0,0,"F/N 40","Class_3.3",NA,NA
"459","roach","F/N","40","40","468","control","staart onder + staart boven 2018-11-22","Alive",165.636363636364,74.4704545454545,50,100,1,34,10,0,0,47,44,94,"F/N 40","Class_3.3",0,0
"460","roach","F/N","40","40","468","control","staart onder + staart boven 2018-11-22","Dead",178,93.7,50,100,2,0,0,3,0,47,3,6,"F/N 40","Class_3.3",0,0
"461","roach","F/N","40","40","468","pump","borstvin links + borstvin rechts (+ soms STAB) 2018-11-21","Alive",163.018181818182,72.2254545454545,100,400,1,32,23,0,0,77,55,71,"F/N 40","Class_3.3",0,0
"462","roach","F/N","40","40","468","pump","borstvin links + borstvin rechts (+ soms STAB) 2018-11-21","Dead",169.454545454545,79.6590909090909,100,400,1.59090909090909,4,7,11,3,77,22,29,"F/N 40","Class_3.3",0,0
"463","roach","F/N","40","40","468","pump","buikvin links + buikvin rechts 2018-11-22","Alive",166.169491525424,76.4796610169492,100,400,1,35,24,0,0,83,59,71,"F/N 40","Class_3.3",0,0
"464","roach","F/N","40","40","468","pump","buikvin links + buikvin rechts 2018-11-22","Dead",172.458333333333,83.6041666666667,100,400,1.5,5,6,13,0,83,24,29,"F/N 40","Class_3.3",0,0
"465","roach","F/N","40","40","468","pump","staart boven 2018-12-18","Alive",177.6,94.3066666666667,100,400,1,19,11,0,0,42,30,71,"F/N 40","Class_3.3",0,0
"466","roach","F/N","40","40","468","pump","staart boven 2018-12-18","Dead",176.666666666667,92.3416666666667,100,400,1.41666666666667,1,5,6,0,42,12,29,"F/N 40","Class_3.3",0,0
"467","roach","F/N","40","40","468","pump","staart onder 2018-11-21","Alive",163.969230769231,73.3353846153846,100,400,1,43,22,0,0,86,65,76,"F/N 40","Class_3.3",0,0
"468","roach","F/N","40","40","468","pump","staart onder 2018-11-21","Dead",166.047619047619,76.0238095238095,100,400,1.47619047619048,2,11,8,5,86,21,24,"F/N 40","Class_3.3",0,0
"469","roach","F/N","40","47","468","control","staart boven 2018-11-20","Alive",163,75.65,50,50,1,2,0,0,0,2,2,100,"F/N 40","Class_3.3",0,0
"470","roach","F/N","40","47","468","control","staart boven 2018-11-20","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,2,0,0,"F/N 40","Class_3.3",NA,NA
"471","roach","F/N","40","47","468","pump","borstvin links 2018-11-20","Alive",158,68,100,500,1,0,1,0,0,1,1,100,"F/N 40","Class_3.3",0,0
"472","roach","F/N","40","47","468","pump","borstvin links 2018-11-20","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,1,0,0,"F/N 40","Class_3.3",NA,NA
"473","roach","F/N","40","47","468","pump","borstvin rechts 2018-11-21","Alive",167.785714285714,78.4285714285714,100,500,1,9,5,0,0,21,14,67,"F/N 40","Class_3.3",0,0
"474","roach","F/N","40","47","468","pump","borstvin rechts 2018-11-21","Dead",161.857142857143,70.9571428571429,100,500,1.14285714285714,1,5,1,0,21,7,33,"F/N 40","Class_3.3",0,0
"475","roach","F/N","40","47","468","pump","buikvin links 2018-11-21","Alive",165.904761904762,76.7809523809524,100,500,1,13,8,0,0,33,21,64,"F/N 40","Class_3.3",0,0
"476","roach","F/N","40","47","468","pump","buikvin links 2018-11-21","Dead",168.416666666667,77.3666666666667,100,500,1.75,1,2,9,2,33,12,36,"F/N 40","Class_3.3",0,0
"477","roach","F/N","47","40","550","pump","staart boven 2018-12-18","Alive",174.758620689655,86.5413793103448,100,400,1,19,10,0,0,39,29,74,"F/N 47","Class_3.3",0,0
"478","roach","F/N","47","40","550","pump","staart boven 2018-12-18","Dead",178,95.45,100,400,1.7,0,2,8,0,39,10,26,"F/N 47","Class_3.3",0,0
"479","roach","F/N","47","47","550","control","staart boven 2018-11-20","Alive",165.414634146341,74.0829268292683,50,50,1,37,4,0,0,41,41,100,"F/N 47","Class_3.3",0,0
"480","roach","F/N","47","47","550","control","staart boven 2018-11-20","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,41,0,0,"F/N 47","Class_3.3",NA,NA
"481","roach","F/N","47","47","550","pump","borstvin links 2018-11-20","Alive",167.508474576271,77.2135593220339,100,500,1,40,19,0,0,86,59,69,"F/N 47","Class_3.3",0,0
"482","roach","F/N","47","47","550","pump","borstvin links 2018-11-20","Dead",168,79.8777777777778,100,500,1.44444444444444,3,10,14,0,86,27,31,"F/N 47","Class_3.3",0,0
"483","roach","F/N","47","47","550","pump","borstvin rechts 2018-11-21","Alive",166.461538461538,77.2903846153846,100,500,1,40,12,0,0,72,52,72,"F/N 47","Class_3.3",0,0
"484","roach","F/N","47","47","550","pump","borstvin rechts 2018-11-21","Dead",163.6,69.895,100,500,1.95,2,5,13,8,72,20,28,"F/N 47","Class_3.3",0,0
"485","roach","F/N","47","47","550","pump","buikvin links 2018-11-21","Alive",163.882352941176,72.4529411764706,100,500,1,24,10,0,0,56,34,61,"F/N 47","Class_3.3",0,0
"486","roach","F/N","47","47","550","pump","buikvin links 2018-11-21","Dead",168.409090909091,74.5272727272727,100,500,1.45454545454545,2,11,9,6,56,22,39,"F/N 47","Class_3.3",0,0
"487","roach","F/N","47","47","550","pump","buikvin rechts 2018-11-20","Alive",166.759259259259,77.0425925925926,100,500,1.01851851851852,41,13,0,0,87,54,62,"F/N 47","Class_3.3",0,0
"488","roach","F/N","47","47","550","pump","buikvin rechts 2018-11-20","Dead",167.545454545455,75.6757575757576,100,500,1.84848484848485,3,7,23,4,87,33,38,"F/N 47","Class_3.3",0,0
"489","roach","F/N","47","47","550","pump","geen 2018-11-20","Alive",168.238805970149,79.4089552238806,100,500,1.02985074626866,43,24,0,0,88,67,76,"F/N 47","Class_3.3",0,0
"490","roach","F/N","47","47","550","pump","geen 2018-11-20","Dead",167.857142857143,77.7047619047619,100,500,1.38095238095238,1,8,12,3,88,21,24,"F/N 47","Class_3.3",0,0
"491","bream","F/N","40","40","468","control","borstvin rechts 2018-12-18","Alive",405.52,1250,50,50,1,48,2,0,0,50,50,100,"F/N 40","Class_3.4",0,0
"492","bream","F/N","40","40","468","control","borstvin rechts 2018-12-18","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,50,0,0,"F/N 40","Class_3.4",NA,NA
"493","bream","F/N","40","40","468","pump","geen 2018-12-18","Alive",398,1215.81818181818,100,155,1,0,11,0,0,64,11,17,"F/N 40","Class_3.4",0,0
"494","bream","F/N","40","40","468","pump","geen 2018-12-18","Dead",397.032694029031,1076.64150943396,100,155,1.73584905660377,1,4,48,6,64,53,83,"F/N 40","Class_3.4",0,0
"495","bream","F/N","40","40","468","pump","staart boven 2018-12-18","Alive",334.764705882353,665.611764705882,55,155,1,1,16,0,0,33,17,52,"F/N 40","Class_3.4",0,0
"496","bream","F/N","40","40","468","pump","staart boven 2018-12-18","Dead",356.634184061132,729.28125,55,155,1.25,0,2,14,0,33,16,48,"F/N 40","Class_3.4",0,0
"497","bream","F/N","47","40","550","pump","geen 2018-12-18","Alive",400.6,1150.8,100,155,1.2,0,5,0,0,35,5,14,"F/N 47","Class_3.4",0,0
"498","bream","F/N","47","40","550","pump","geen 2018-12-18","Dead",404.170533770453,1017.23333333333,100,155,1.4,1,2,27,0,35,30,86,"F/N 47","Class_3.4",1,0.0285714285714286
"499","bream","F/N","47","40","550","pump","staart boven 2018-12-18","Alive",330.6,646.2,55,155,1.2,3,2,0,0,22,5,23,"F/N 47","Class_3.4",0,0
"500","bream","F/N","47","40","550","pump","staart boven 2018-12-18","Dead",330.176470588235,606.058823529412,55,155,1.47058823529412,0,4,13,0,22,17,77,"F/N 47","Class_3.4",0,0
"501","bream","F/N","47","47","550","control","borstvin links 2018-12-19","Alive",407.431818181818,1257.11363636364,45,45,1,43,1,0,0,44,44,100,"F/N 47","Class_3.4",0,0
"502","bream","F/N","47","47","550","control","borstvin links 2018-12-19","Dead",NA,NA,45,NA,NA,NA,NA,NA,NA,44,0,0,"F/N 47","Class_3.4",NA,NA
"503","bream","F/N","47","47","550","pump","staart onder 2018-12-19","Alive",354.2,826.4,52,52,1,1,9,0,0,52,10,19,"F/N 47","Class_3.4",0,0
"504","bream","F/N","47","47","550","pump","staart onder 2018-12-19","Dead",363.095832697426,753.388095238095,52,52,1.4047619047619,1,2,39,0,52,42,81,"F/N 47","Class_3.4",0,0
"505","eel","F/N","40","40","468","control","borstvin links (bol) 2018-10-24","Alive",639.266666666667,453.622222222222,50,50,1,42,3,0,0,45,45,100,"F/N 40","Class_3.4",0,0
"506","eel","F/N","40","40","468","control","borstvin links (bol) 2018-10-24","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,45,0,0,"F/N 40","Class_3.4",NA,NA
"507","eel","F/N","40","40","468","pump","buikvin 2 knip 2018-10-24","Alive",638.220779220779,434.454545454545,100,300,1,74,3,0,0,77,77,100,"F/N 40","Class_3.4",0,0
"508","eel","F/N","40","40","468","pump","buikvin 2 knip 2018-10-24","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,77,0,0,"F/N 40","Class_3.4",NA,NA
"509","eel","F/N","40","40","468","pump","geen 2018-10-24","Alive",627.80487804878,428.573170731707,100,300,1,76,6,0,0,82,82,100,"F/N 40","Class_3.4",0,0
"510","eel","F/N","40","40","468","pump","geen 2018-10-24","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,82,0,0,"F/N 40","Class_3.4",NA,NA
"511","eel","F/N","40","40","468","pump","rugvin 2 knip 2018-10-24","Alive",632.255813953488,440.720930232558,100,300,1,80,6,0,0,86,86,100,"F/N 40","Class_3.4",0,0
"512","eel","F/N","40","40","468","pump","rugvin 2 knip 2018-10-24","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,86,0,0,"F/N 40","Class_3.4",NA,NA
"513","eel","F/N","40","47","468","control","buikvin 1 knip 2018-10-23","Alive",637,433,50,50,1,2,0,0,0,2,2,100,"F/N 40","Class_3.4",0,0
"514","eel","F/N","40","47","468","control","buikvin 1 knip 2018-10-23","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,2,0,0,"F/N 40","Class_3.4",NA,NA
"515","eel","F/N","40","47","468","pump","rugvin 1 knip 2018-10-23","Alive",643,453.666666666667,100,300,1,3,0,0,0,3,3,100,"F/N 40","Class_3.4",0,0
"516","eel","F/N","40","47","468","pump","rugvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,3,0,0,"F/N 40","Class_3.4",NA,NA
"517","eel","F/N","40","47","468","pump","staartvin 1 knip 2018-10-23","Alive",629.75,455,100,300,1,8,0,0,0,8,8,100,"F/N 40","Class_3.4",0,0
"518","eel","F/N","40","47","468","pump","staartvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,8,0,0,"F/N 40","Class_3.4",NA,NA
"519","eel","F/N","47","47","550","control","buikvin 1 knip 2018-10-23","Alive",637.617021276596,435.531914893617,50,50,1,45,2,0,0,47,47,100,"F/N 47","Class_3.4",0,0
"520","eel","F/N","47","47","550","control","buikvin 1 knip 2018-10-23","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,47,0,0,"F/N 47","Class_3.4",NA,NA
"521","eel","F/N","47","47","550","pump","geen 2018-10-23","Alive",629.775510204082,430.897959183673,100,300,1,82,16,0,0,98,98,100,"F/N 47","Class_3.4",0,0
"522","eel","F/N","47","47","550","pump","geen 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,98,0,0,"F/N 47","Class_3.4",NA,NA
"523","eel","F/N","47","47","550","pump","rugvin 1 knip 2018-10-23","Alive",633.295454545455,438.943181818182,100,300,1,82,6,0,0,88,88,100,"F/N 47","Class_3.4",0,0
"524","eel","F/N","47","47","550","pump","rugvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,88,0,0,"F/N 47","Class_3.4",NA,NA
"525","eel","F/N","47","47","550","pump","staartvin 1 knip 2018-10-23","Alive",628.888888888889,425.716049382716,100,300,1,78,3,0,0,81,81,100,"F/N 47","Class_3.4",0,0
"526","eel","F/N","47","47","550","pump","staartvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,81,0,0,"F/N 47","Class_3.4",NA,NA
"527","roach","F/N","40","40","468","control","geen merkteken 2018-12-18","Alive",177.125,93.65625,50,100,1,36,12,0,0,48,48,100,"F/N 40","Class_3.4",0,0
"528","roach","F/N","40","40","468","control","geen merkteken 2018-12-18","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,48,0,0,"F/N 40","Class_3.4",NA,NA
"529","roach","F/N","40","40","468","control","staart onder + staart boven 2018-11-22","Alive",165.636363636364,74.4704545454545,50,100,1,34,10,0,0,47,44,94,"F/N 40","Class_3.4",0,0
"530","roach","F/N","40","40","468","control","staart onder + staart boven 2018-11-22","Dead",178,93.7,50,100,2,0,0,3,0,47,3,6,"F/N 40","Class_3.4",0,0
"531","roach","F/N","40","40","468","pump","borstvin links + borstvin rechts (+ soms STAB) 2018-11-21","Alive",163.018181818182,72.2254545454545,100,400,1,32,23,0,0,77,55,71,"F/N 40","Class_3.4",0,0
"532","roach","F/N","40","40","468","pump","borstvin links + borstvin rechts (+ soms STAB) 2018-11-21","Dead",169.454545454545,79.6590909090909,100,400,1.59090909090909,4,7,11,3,77,22,29,"F/N 40","Class_3.4",0,0
"533","roach","F/N","40","40","468","pump","buikvin links + buikvin rechts 2018-11-22","Alive",166.169491525424,76.4796610169492,100,400,1,35,24,0,0,83,59,71,"F/N 40","Class_3.4",0,0
"534","roach","F/N","40","40","468","pump","buikvin links + buikvin rechts 2018-11-22","Dead",172.458333333333,83.6041666666667,100,400,1.5,5,6,13,0,83,24,29,"F/N 40","Class_3.4",0,0
"535","roach","F/N","40","40","468","pump","staart boven 2018-12-18","Alive",177.6,94.3066666666667,100,400,1,19,11,0,0,42,30,71,"F/N 40","Class_3.4",0,0
"536","roach","F/N","40","40","468","pump","staart boven 2018-12-18","Dead",176.666666666667,92.3416666666667,100,400,1.41666666666667,1,5,6,0,42,12,29,"F/N 40","Class_3.4",0,0
"537","roach","F/N","40","40","468","pump","staart onder 2018-11-21","Alive",163.969230769231,73.3353846153846,100,400,1,43,22,0,0,86,65,76,"F/N 40","Class_3.4",0,0
"538","roach","F/N","40","40","468","pump","staart onder 2018-11-21","Dead",166.047619047619,76.0238095238095,100,400,1.47619047619048,2,11,8,5,86,21,24,"F/N 40","Class_3.4",0,0
"539","roach","F/N","40","47","468","control","staart boven 2018-11-20","Alive",163,75.65,50,50,1,2,0,0,0,2,2,100,"F/N 40","Class_3.4",0,0
"540","roach","F/N","40","47","468","control","staart boven 2018-11-20","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,2,0,0,"F/N 40","Class_3.4",NA,NA
"541","roach","F/N","40","47","468","pump","borstvin links 2018-11-20","Alive",158,68,100,500,1,0,1,0,0,1,1,100,"F/N 40","Class_3.4",0,0
"542","roach","F/N","40","47","468","pump","borstvin links 2018-11-20","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,1,0,0,"F/N 40","Class_3.4",NA,NA
"543","roach","F/N","40","47","468","pump","borstvin rechts 2018-11-21","Alive",167.785714285714,78.4285714285714,100,500,1,9,5,0,0,21,14,67,"F/N 40","Class_3.4",0,0
"544","roach","F/N","40","47","468","pump","borstvin rechts 2018-11-21","Dead",161.857142857143,70.9571428571429,100,500,1.14285714285714,1,5,1,0,21,7,33,"F/N 40","Class_3.4",0,0
"545","roach","F/N","40","47","468","pump","buikvin links 2018-11-21","Alive",165.904761904762,76.7809523809524,100,500,1,13,8,0,0,33,21,64,"F/N 40","Class_3.4",0,0
"546","roach","F/N","40","47","468","pump","buikvin links 2018-11-21","Dead",168.416666666667,77.3666666666667,100,500,1.75,1,2,9,2,33,12,36,"F/N 40","Class_3.4",0,0
"547","roach","F/N","47","40","550","pump","staart boven 2018-12-18","Alive",174.758620689655,86.5413793103448,100,400,1,19,10,0,0,39,29,74,"F/N 47","Class_3.4",0,0
"548","roach","F/N","47","40","550","pump","staart boven 2018-12-18","Dead",178,95.45,100,400,1.7,0,2,8,0,39,10,26,"F/N 47","Class_3.4",0,0
"549","roach","F/N","47","47","550","control","staart boven 2018-11-20","Alive",165.414634146341,74.0829268292683,50,50,1,37,4,0,0,41,41,100,"F/N 47","Class_3.4",0,0
"550","roach","F/N","47","47","550","control","staart boven 2018-11-20","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,41,0,0,"F/N 47","Class_3.4",NA,NA
"551","roach","F/N","47","47","550","pump","borstvin links 2018-11-20","Alive",167.508474576271,77.2135593220339,100,500,1,40,19,0,0,86,59,69,"F/N 47","Class_3.4",0,0
"552","roach","F/N","47","47","550","pump","borstvin links 2018-11-20","Dead",168,79.8777777777778,100,500,1.44444444444444,3,10,14,0,86,27,31,"F/N 47","Class_3.4",0,0
"553","roach","F/N","47","47","550","pump","borstvin rechts 2018-11-21","Alive",166.461538461538,77.2903846153846,100,500,1,40,12,0,0,72,52,72,"F/N 47","Class_3.4",0,0
"554","roach","F/N","47","47","550","pump","borstvin rechts 2018-11-21","Dead",163.6,69.895,100,500,1.95,2,5,13,8,72,20,28,"F/N 47","Class_3.4",0,0
"555","roach","F/N","47","47","550","pump","buikvin links 2018-11-21","Alive",163.882352941176,72.4529411764706,100,500,1,24,10,0,0,56,34,61,"F/N 47","Class_3.4",0,0
"556","roach","F/N","47","47","550","pump","buikvin links 2018-11-21","Dead",168.409090909091,74.5272727272727,100,500,1.45454545454545,2,11,9,6,56,22,39,"F/N 47","Class_3.4",0,0
"557","roach","F/N","47","47","550","pump","buikvin rechts 2018-11-20","Alive",166.759259259259,77.0425925925926,100,500,1.01851851851852,41,13,0,0,87,54,62,"F/N 47","Class_3.4",0,0
"558","roach","F/N","47","47","550","pump","buikvin rechts 2018-11-20","Dead",167.545454545455,75.6757575757576,100,500,1.84848484848485,3,7,23,4,87,33,38,"F/N 47","Class_3.4",0,0
"559","roach","F/N","47","47","550","pump","geen 2018-11-20","Alive",168.238805970149,79.4089552238806,100,500,1.02985074626866,43,24,0,0,88,67,76,"F/N 47","Class_3.4",0,0
"560","roach","F/N","47","47","550","pump","geen 2018-11-20","Dead",167.857142857143,77.7047619047619,100,500,1.38095238095238,1,8,12,3,88,21,24,"F/N 47","Class_3.4",0,0
"561","bream","F/N","40","40","468","control","borstvin rechts 2018-12-18","Alive",405.52,1250,50,50,1,48,2,0,0,50,50,100,"F/N 40","Class_3.5",0,0
"562","bream","F/N","40","40","468","control","borstvin rechts 2018-12-18","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,50,0,0,"F/N 40","Class_3.5",NA,NA
"563","bream","F/N","40","40","468","pump","geen 2018-12-18","Alive",398,1215.81818181818,100,155,1,0,11,0,0,64,11,17,"F/N 40","Class_3.5",0,0
"564","bream","F/N","40","40","468","pump","geen 2018-12-18","Dead",397.032694029031,1076.64150943396,100,155,1.73584905660377,1,4,48,6,64,53,83,"F/N 40","Class_3.5",9,0.140625
"565","bream","F/N","40","40","468","pump","staart boven 2018-12-18","Alive",334.764705882353,665.611764705882,55,155,1,1,16,0,0,33,17,52,"F/N 40","Class_3.5",0,0
"566","bream","F/N","40","40","468","pump","staart boven 2018-12-18","Dead",356.634184061132,729.28125,55,155,1.25,0,2,14,0,33,16,48,"F/N 40","Class_3.5",1,0.0303030303030303
"567","bream","F/N","47","40","550","pump","geen 2018-12-18","Alive",400.6,1150.8,100,155,1.2,0,5,0,0,35,5,14,"F/N 47","Class_3.5",0,0
"568","bream","F/N","47","40","550","pump","geen 2018-12-18","Dead",404.170533770453,1017.23333333333,100,155,1.4,1,2,27,0,35,30,86,"F/N 47","Class_3.5",5,0.142857142857143
"569","bream","F/N","47","40","550","pump","staart boven 2018-12-18","Alive",330.6,646.2,55,155,1.2,3,2,0,0,22,5,23,"F/N 47","Class_3.5",0,0
"570","bream","F/N","47","40","550","pump","staart boven 2018-12-18","Dead",330.176470588235,606.058823529412,55,155,1.47058823529412,0,4,13,0,22,17,77,"F/N 47","Class_3.5",1,0.0454545454545455
"571","bream","F/N","47","47","550","control","borstvin links 2018-12-19","Alive",407.431818181818,1257.11363636364,45,45,1,43,1,0,0,44,44,100,"F/N 47","Class_3.5",0,0
"572","bream","F/N","47","47","550","control","borstvin links 2018-12-19","Dead",NA,NA,45,NA,NA,NA,NA,NA,NA,44,0,0,"F/N 47","Class_3.5",NA,NA
"573","bream","F/N","47","47","550","pump","staart onder 2018-12-19","Alive",354.2,826.4,52,52,1,1,9,0,0,52,10,19,"F/N 47","Class_3.5",0,0
"574","bream","F/N","47","47","550","pump","staart onder 2018-12-19","Dead",363.095832697426,753.388095238095,52,52,1.4047619047619,1,2,39,0,52,42,81,"F/N 47","Class_3.5",7,0.134615384615385
"575","eel","F/N","40","40","468","control","borstvin links (bol) 2018-10-24","Alive",639.266666666667,453.622222222222,50,50,1,42,3,0,0,45,45,100,"F/N 40","Class_3.5",0,0
"576","eel","F/N","40","40","468","control","borstvin links (bol) 2018-10-24","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,45,0,0,"F/N 40","Class_3.5",NA,NA
"577","eel","F/N","40","40","468","pump","buikvin 2 knip 2018-10-24","Alive",638.220779220779,434.454545454545,100,300,1,74,3,0,0,77,77,100,"F/N 40","Class_3.5",0,0
"578","eel","F/N","40","40","468","pump","buikvin 2 knip 2018-10-24","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,77,0,0,"F/N 40","Class_3.5",NA,NA
"579","eel","F/N","40","40","468","pump","geen 2018-10-24","Alive",627.80487804878,428.573170731707,100,300,1,76,6,0,0,82,82,100,"F/N 40","Class_3.5",0,0
"580","eel","F/N","40","40","468","pump","geen 2018-10-24","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,82,0,0,"F/N 40","Class_3.5",NA,NA
"581","eel","F/N","40","40","468","pump","rugvin 2 knip 2018-10-24","Alive",632.255813953488,440.720930232558,100,300,1,80,6,0,0,86,86,100,"F/N 40","Class_3.5",0,0
"582","eel","F/N","40","40","468","pump","rugvin 2 knip 2018-10-24","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,86,0,0,"F/N 40","Class_3.5",NA,NA
"583","eel","F/N","40","47","468","control","buikvin 1 knip 2018-10-23","Alive",637,433,50,50,1,2,0,0,0,2,2,100,"F/N 40","Class_3.5",0,0
"584","eel","F/N","40","47","468","control","buikvin 1 knip 2018-10-23","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,2,0,0,"F/N 40","Class_3.5",NA,NA
"585","eel","F/N","40","47","468","pump","rugvin 1 knip 2018-10-23","Alive",643,453.666666666667,100,300,1,3,0,0,0,3,3,100,"F/N 40","Class_3.5",0,0
"586","eel","F/N","40","47","468","pump","rugvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,3,0,0,"F/N 40","Class_3.5",NA,NA
"587","eel","F/N","40","47","468","pump","staartvin 1 knip 2018-10-23","Alive",629.75,455,100,300,1,8,0,0,0,8,8,100,"F/N 40","Class_3.5",0,0
"588","eel","F/N","40","47","468","pump","staartvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,8,0,0,"F/N 40","Class_3.5",NA,NA
"589","eel","F/N","47","47","550","control","buikvin 1 knip 2018-10-23","Alive",637.617021276596,435.531914893617,50,50,1,45,2,0,0,47,47,100,"F/N 47","Class_3.5",0,0
"590","eel","F/N","47","47","550","control","buikvin 1 knip 2018-10-23","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,47,0,0,"F/N 47","Class_3.5",NA,NA
"591","eel","F/N","47","47","550","pump","geen 2018-10-23","Alive",629.775510204082,430.897959183673,100,300,1,82,16,0,0,98,98,100,"F/N 47","Class_3.5",0,0
"592","eel","F/N","47","47","550","pump","geen 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,98,0,0,"F/N 47","Class_3.5",NA,NA
"593","eel","F/N","47","47","550","pump","rugvin 1 knip 2018-10-23","Alive",633.295454545455,438.943181818182,100,300,1,82,6,0,0,88,88,100,"F/N 47","Class_3.5",0,0
"594","eel","F/N","47","47","550","pump","rugvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,88,0,0,"F/N 47","Class_3.5",NA,NA
"595","eel","F/N","47","47","550","pump","staartvin 1 knip 2018-10-23","Alive",628.888888888889,425.716049382716,100,300,1,78,3,0,0,81,81,100,"F/N 47","Class_3.5",0,0
"596","eel","F/N","47","47","550","pump","staartvin 1 knip 2018-10-23","Dead",NA,NA,100,NA,NA,NA,NA,NA,NA,81,0,0,"F/N 47","Class_3.5",NA,NA
"597","roach","F/N","40","40","468","control","geen merkteken 2018-12-18","Alive",177.125,93.65625,50,100,1,36,12,0,0,48,48,100,"F/N 40","Class_3.5",0,0
"598","roach","F/N","40","40","468","control","geen merkteken 2018-12-18","Dead",NA,NA,50,NA,NA,NA,NA,NA,NA,48,0,0,"F/N 40","Class_3.5",NA,NA
"599","roach","F/N","40","40","468","control","staart onder + staart boven 2018-11-22","Alive",165.636363636364,74.4704545454545,50,100,1,34,10,0,0,47,44,94,"F/N 40","Class_3.5",0,0
"600","roach","F/N","40","40","468","control","staart onder + staart boven 2018-11-22","Dead",178,93.7,50,100,2,0,0,3,0,47,3,6,"F/N 40","Class_3.5",0,0
"601","roach","F/N","40","40","468","pump","borstvin links + borstvin rechts (+ soms STAB) 2018-11-21","Alive",163.018181818182,72.2254545454545,100,400,1,32,23,0,0,77,55,71,"F/N 40","Class_3.5",0,0
"602","roach","F/N","40","40","468","pump","borstvin links + borstvin rechts (+ soms STAB) 2018-11-21","Dead",169.454545454545,79.6590909090909,100,400,1.59090909090909,4,7,11,3,77,22,29,"F/N 40","Class_3.5",4,0.051948051948052
"603","roach","F/N","40","40","468","pump","buikvin links + buikvin rechts 2018-11-22","Alive",166.169491525424,76.4796610169492,100,400,1,35,24,0,0,83,59,71,"F/N 40","Class_3.5",0,0
"604","roach","F/N","40","40","468","pump","buikvin links + buikvin rechts 2018-11-22","Dead",172.458333333333,83.6041666666667,100,400,1.5,5,6,13,0,83,24,29,"F/N 40","Class_3.5",5,0.0602409638554217
"605","roach","F/N","40","40","468","pump","staart boven 2018-12-18","Alive",177.6,94.3066666666667,100,400,1,19,11,0,0,42,30,71,"F/N 40","Class_3.5",0,0
"606","roach","F/N","40","40","468","pump","staart boven 2018-12-18","Dead",176.666666666667,92.3416666666667,100,400,1.41666666666667,1,5,6,0,42,12,29,"F/N 40","Class_3.5",1,0.0238095238095238
